Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
MSM,Decreasing accelerated,Y,N,53.0,10,37.53,0,486,1,1
Direct,Decreasing accelerated,Y,N,52.0,20,37.53,0,486,1,1
CTM,Level,Y,N,45.0,20,32.9,1,480,0,0
CTM,Level,N,N,37.0,30,38.96,1,480,0,0
Direct,Level,N,Y,44.0,20,38.96,1,480,0,0
Direct,Decreasing with CI,N,Y,51.0,20,53.53,0,577,0,1
Direct,Decreasing with CI,N,N,32.0,5,22.52,1,9999,1,1
Direct,Level with CI,Y,Y,41.0,20,25.11,1,9999,1,1
CTM,Decreasing with CI,N,N,20.0,20,25.11,1,9999,1,1
CTM,Level,Y,N,46.0,30,25.11,1,9999,1,1
MSM,Decreasing accelerated,Y,N,57.0,15,20.0,1,9999,1,1
MSM,Level with CI,N,Y,49.0,10,25.11,1,9999,1,1
Direct,Level,Y,Y,46.0,20,23.81,1,9999,1,1
CTM,Level with CI,Y,N,47.0,30,25.11,1,9999,1,1
CTM,Decreasing with CI,Y,N,47.0,20,27.61,0,520,0,1
CTM,Level,Y,N,38.0,20,26.58,0,536,0,1
CTM,Level with CI,Y,N,46.0,30,67.22,0,575,0,1
CTM,Decreasing,N,Y,37.0,20,22.33,0,575,0,1
CTM,Level,N,N,44.0,20,22.33,0,575,0,1
CTM,Decreasing,Y,Y,51.0,15,34.9,0,575,0,1
Direct,Decreasing accelerated,Y,N,46.0,20,113.46,0,575,0,1
CTM,Decreasing with CI,N,N,39.0,40,64.36,0,575,0,1
CTM,Level with CI,N,N,47.0,20,28.89,0,575,0,1
CTM,Level,N,Y,51.0,25,67.22,0,575,0,1
MSM,Decreasing with CI,N,N,47.0,30,67.22,0,575,0,1
MSM,Decreasing accelerated,Y,N,40.0,20,39.17,0,575,0,1
Direct,Level,Y,N,52.0,30,10.76,0,575,0,1
Direct,Level,N,N,26.0,30,12.63,0,530,0,1
MSM,Level,Y,N,48.0,20,12.63,0,530,0,1
CTM,Level,Y,N,43.0,5,45.9,0,566,0,1
CTM,Level with CI,Y,N,57.0,30,45.9,0,566,0,1
Direct,Decreasing accelerated,Y,N,49.0,20,5.8,1,533,0,1
MSM,Level,Y,N,52.0,20,5.8,1,533,0,1
CTM,Level,Y,Y,52.0,15,5.8,1,533,0,1
CTM,Level with CI,N,N,29.0,20,24.45,0,523,0,1
MSM,Decreasing with CI,Y,Y,48.0,20,68.02,0,9999,1,1
CTM,Decreasing accelerated,Y,Y,36.0,30,68.02,0,9999,1,1
CTM,Decreasing with CI,N,N,39.0,20,28.78,0,492,0,0
Direct,Level with CI,N,N,64.0,20,28.78,0,492,0,0
MSM,Decreasing,Y,Y,52.0,30,13.51,0,553,0,1
Direct,Level,Y,N,49.0,5,13.51,0,553,0,1
CTM,Decreasing,N,N,47.0,15,27.88,0,561,0,1
CTM,Decreasing,Y,N,54.0,15,31.55,0,561,0,1
MSM,Level,Y,N,45.0,20,27.88,0,561,0,1
Direct,Level with CI,N,N,49.0,5,102.48,0,579,0,1
CTM,Level,Y,N,49.0,20,16.45,0,9999,1,1
Direct,Level,Y,N,45.0,20,57.5,0,566,0,1
CTM,Level with CI,N,N,45.0,30,57.5,0,566,0,1
Direct,Decreasing with CI,N,Y,45.0,30,57.5,0,566,0,1
Direct,Level with CI,Y,Y,49.0,10,18.32,0,547,0,1
CTM,Level with CI,N,N,40.0,10,17.96,0,572,0,1
CTM,Level,Y,N,45.0,10,13.43,0,572,0,1
MSM,Level with CI,N,Y,35.0,30,13.43,0,572,0,1
CTM,Level with CI,Y,N,44.0,30,111.64,0,559,0,1
MSM,Level with CI,Y,N,41.0,30,26.79,0,554,0,1
Direct,Decreasing with CI,Y,N,48.0,20,20.39,0,575,0,1
Direct,Decreasing with CI,Y,N,47.0,30,19.9,0,575,0,1
Direct,Level,Y,N,44.0,5,19.9,0,575,0,1
CTM,Decreasing with CI,Y,N,49.0,20,40.48,0,536,0,1
CTM,Level,N,N,34.0,20,11.46,0,562,0,1
CTM,Level,N,N,30.0,20,11.46,0,562,0,1
CTM,Level,N,N,47.0,20,11.46,0,562,0,1
MSM,Level,Y,N,36.0,30,11.46,0,562,0,1
Direct,Level with CI,Y,N,45.0,5,31.55,0,554,0,1
MSM,Level,Y,N,47.0,5,50.0,0,554,0,1
Direct,Decreasing with CI,Y,N,39.0,40,36.99,0,554,0,1
MSM,Level with CI,Y,N,59.0,40,36.99,0,554,0,1
MSM,Decreasing with CI,N,Y,49.0,20,26.99,0,554,0,1
Direct,Decreasing,Y,Y,53.0,30,19.52,0,581,0,1
MSM,Level accelerated,Y,N,45.0,30,19.52,0,581,0,1
Direct,Decreasing with CI,Y,N,46.0,10,81.01,0,571,0,1
Direct,Level,Y,Y,47.0,20,47.18,0,571,0,1
CTM,Level with CI,Y,Y,46.0,20,55.84,0,571,0,1
CTM,Level,N,N,56.0,30,34.23,1,589,0,1
CTM,Decreasing accelerated,Y,N,46.0,40,102.48,0,579,0,1
MSM,Level,N,Y,42.0,25,102.48,0,579,0,1
MSM,Decreasing,N,N,45.0,30,40.11,0,549,0,1
MSM,Level,Y,N,46.0,20,51.13,0,567,0,1
CTM,Level,N,Y,47.0,20,16.22,0,560,0,1
CTM,Level with CI,N,Y,33.0,10,16.22,0,560,0,1
CTM,Level,Y,Y,35.0,30,14.5,0,560,0,1
CTM,Decreasing,Y,Y,42.0,20,23.75,0,560,0,1
Direct,Level,Y,N,41.0,20,14.5,0,560,0,1
MSM,Decreasing accelerated,N,N,47.0,30,30.34,1,564,0,1
CTM,Decreasing with CI,Y,N,53.0,30,33.53,1,564,0,1
Direct,Decreasing with CI,Y,N,44.0,30,30.34,1,564,0,1
Direct,Level,Y,Y,33.0,30,33.53,1,564,0,1
CTM,Level with CI,Y,Y,39.0,20,6.64,1,575,0,1
Direct,Level,Y,Y,40.0,20,6.64,1,575,0,1
MSM,Decreasing,Y,Y,48.0,20,6.64,1,575,0,1
MSM,Level with CI,Y,Y,34.0,20,36.57,0,579,0,1
Direct,Level accelerated,N,N,26.0,20,135.76,0,579,0,1
Direct,Level,N,Y,50.0,30,135.76,0,579,0,1
MSM,Decreasing accelerated,N,N,46.0,20,30.79,0,579,0,1
MSM,Decreasing,N,Y,35.0,20,30.79,0,579,0,1
CTM,Decreasing,N,N,49.0,10,16.8,0,498,1,1
MSM,Decreasing with CI,N,Y,32.0,30,16.8,0,498,1,1
Direct,Level,Y,Y,53.0,20,11.46,0,562,0,1
CTM,Level with CI,N,N,55.0,40,10.0,0,9999,1,1
MSM,Decreasing,N,N,26.0,30,20.0,0,9999,1,1
Direct,Level,N,N,45.0,15,25.0,0,9999,1,1
CTM,Decreasing with CI,Y,Y,40.0,15,40.0,0,9999,1,1
Direct,Level with CI,N,Y,43.0,15,45.0,0,9999,1,1
CTM,Level,Y,N,42.0,30,15.0,0,9999,1,1
MSM,Decreasing with CI,Y,Y,46.0,30,20.0,0,9999,1,1
Direct,Decreasing with CI,Y,Y,50.0,10,21.91,1,589,0,1
CTM,Decreasing with CI,N,N,39.0,30,34.23,1,589,0,1
CTM,Level with CI,Y,Y,51.0,10,18.03,1,589,0,1
MSM,Decreasing,Y,Y,42.0,10,18.03,1,589,0,1
MSM,Level,N,N,35.0,25,16.22,0,560,0,1
CTM,Level,Y,N,58.0,20,16.22,0,560,0,1
CTM,Level,Y,N,53.0,10,14.5,0,560,0,1
MSM,Level with CI,Y,Y,43.0,30,23.75,0,560,0,1
CTM,Level,Y,N,47.0,15,14.5,0,560,0,1
Direct,Decreasing with CI,N,N,57.0,20,40.11,0,549,0,1
MSM,Decreasing with CI,N,Y,60.0,25,46.21,0,549,0,1
CTM,Level with CI,Y,N,26.0,5,40.11,0,549,0,1
Direct,Level,Y,N,43.0,20,37.54,0,549,0,1
CTM,Decreasing,Y,Y,45.0,30,40.11,0,549,0,1
CTM,Decreasing,Y,N,50.0,10,29.99,0,549,0,1
Direct,Decreasing,Y,N,49.0,35,41.1,0,561,0,1
Direct,Decreasing with CI,Y,N,58.0,20,41.1,0,561,0,1
CTM,Level with CI,Y,N,27.0,20,27.59,0,567,0,1
MSM,Level accelerated,Y,Y,54.0,15,37.59,0,556,0,1
CTM,Level,Y,N,50.0,20,37.59,0,556,0,1
CTM,Level with CI,Y,N,50.0,30,20.64,0,538,0,1
MSM,Level with CI,Y,Y,49.0,10,20.64,0,538,0,1
Direct,Level,N,N,45.0,20,30.0,0,547,0,1
Direct,Level,N,Y,40.0,5,30.0,0,547,0,1
MSM,Decreasing with CI,Y,N,48.0,20,9.16,0,540,0,1
MSM,Decreasing accelerated,N,N,36.0,5,9.16,0,540,0,1
CTM,Level,Y,Y,34.0,30,3.41,0,556,0,1
Direct,Level,Y,N,53.0,30,6.24,1,509,1,1
CTM,Decreasing,N,Y,41.0,20,6.24,1,509,1,1
MSM,Level,Y,Y,44.0,10,6.24,1,509,1,1
MSM,Level with CI,N,N,57.0,20,6.24,1,509,1,1
MSM,Level with CI,Y,N,37.0,30,6.24,1,509,1,1
CTM,Level accelerated,Y,Y,46.0,10,23.08,0,589,0,1
CTM,Decreasing with CI,Y,N,49.0,20,83.29,0,589,0,1
CTM,Level with CI,N,N,44.0,10,49.84,0,589,0,1
Direct,Decreasing accelerated,N,N,49.0,10,22.29,0,541,0,1
CTM,Level,Y,N,42.0,20,22.29,0,541,0,1
CTM,Level with CI,Y,N,50.0,20,48.41,0,9999,1,1
MSM,Decreasing,Y,Y,63.0,30,48.41,0,9999,1,1
CTM,Level with CI,N,N,54.0,20,48.41,0,9999,1,1
Direct,Decreasing accelerated,N,N,44.0,10,31.64,0,9999,1,1
Direct,Decreasing,N,Y,35.0,20,48.41,0,9999,1,1
MSM,Level,N,Y,31.0,30,13.33,0,562,0,1
Direct,Level,N,N,34.0,20,10.0,0,562,0,1
CTM,Decreasing with CI,N,Y,49.0,20,12.97,0,562,0,1
Direct,Decreasing with CI,N,Y,42.0,20,54.18,0,9999,1,1
CTM,Decreasing with CI,N,N,42.0,30,54.18,0,9999,1,1
MSM,Decreasing,Y,Y,46.0,20,2.98,0,9999,1,1
MSM,Level,Y,N,51.0,10,2.98,0,9999,1,1
CTM,Level with CI,N,Y,46.0,10,158.34,0,585,0,1
CTM,Decreasing with CI,N,N,47.0,20,158.34,0,585,0,1
CTM,Decreasing accelerated,Y,N,33.0,35,85.48,0,585,0,1
CTM,Level with CI,Y,Y,59.0,5,34.18,0,585,0,1
Direct,Decreasing with CI,N,N,62.0,10,86.3,0,585,0,1
MSM,Decreasing,Y,N,51.0,30,85.48,0,585,0,1
CTM,Decreasing with CI,Y,Y,44.0,35,49.05,0,585,0,1
Direct,Level,N,N,60.0,20,29.56,0,9999,1,1
Direct,Level,Y,N,50.0,30,50.0,0,9999,1,1
CTM,Decreasing,Y,N,58.0,30,68.5,0,9999,1,1
Direct,Decreasing with CI,Y,Y,44.0,20,49.09,0,9999,1,1
CTM,Decreasing,N,N,45.0,5,49.09,0,9999,1,1
Direct,Decreasing,Y,Y,35.0,10,55.64,0,9999,1,1
CTM,Level with CI,N,N,33.0,20,26.27,0,9999,1,1
CTM,Decreasing with CI,Y,Y,48.0,20,15.0,0,9999,1,1
Direct,Decreasing with CI,N,N,58.0,25,30.0,0,9999,1,1
CTM,Level with CI,Y,N,50.0,10,108.52,0,552,0,0
Direct,Level with CI,Y,Y,45.0,30,162.09,0,552,0,0
CTM,Decreasing with CI,Y,N,37.0,30,47.62,1,556,0,1
MSM,Decreasing with CI,Y,N,43.0,25,53.28,1,556,0,1
Direct,Level with CI,Y,Y,43.0,20,42.36,1,556,0,1
CTM,Level,Y,Y,43.0,30,47.62,1,556,0,1
CTM,Level with CI,Y,Y,38.0,20,24.87,0,9999,1,1
CTM,Level with CI,Y,N,46.0,30,12.42,0,9999,1,1
Direct,Level with CI,Y,Y,41.0,10,12.42,0,9999,1,1
MSM,Level with CI,N,N,29.0,30,12.42,0,9999,1,1
CTM,Level,N,N,45.0,25,20.44,0,608,0,1
CTM,Level with CI,N,Y,61.0,25,131.39,0,9999,1,1
Direct,Level with CI,Y,N,38.0,30,20.0,0,9999,1,1
MSM,Level,Y,Y,46.0,20,15.31,0,585,0,1
CTM,Level,Y,N,48.0,15,15.31,0,585,0,1
CTM,Decreasing,Y,N,47.0,30,8.35,0,535,0,1
CTM,Decreasing,Y,Y,48.0,20,8.35,0,535,0,1
Direct,Level,Y,N,53.0,25,14.45,0,543,0,1
MSM,Level,Y,Y,39.0,30,14.45,0,543,0,1
CTM,Decreasing with CI,Y,Y,44.0,20,24.1,1,581,0,1
CTM,Decreasing,N,N,40.0,30,24.1,1,581,0,1
Direct,Level,Y,N,45.0,30,36.57,0,579,0,1
MSM,Level,N,Y,38.0,20,135.76,0,579,0,1
Direct,Level with CI,Y,N,45.0,10,135.76,0,579,0,1
CTM,Decreasing with CI,N,Y,50.0,30,24.1,1,581,0,1
Direct,Level with CI,N,N,52.0,30,24.1,1,581,0,1
CTM,Decreasing with CI,Y,N,33.0,30,24.1,0,581,0,1
CTM,Level,N,Y,48.0,20,103.68,0,515,0,0
CTM,Level with CI,N,Y,39.0,20,23.41,0,582,0,1
MSM,Level accelerated,Y,N,59.0,20,6.88,0,9999,1,1
CTM,Decreasing with CI,Y,N,55.0,20,6.88,0,9999,1,1
CTM,Decreasing with CI,N,N,47.0,30,30.79,0,579,0,1
MSM,Decreasing,N,N,52.0,25,30.79,0,579,0,1
Direct,Level with CI,Y,N,46.0,20,15.3,0,582,0,1
MSM,Level,Y,N,47.0,25,15.3,0,582,0,1
Direct,Level,Y,N,36.0,30,8.59,0,9999,1,1
CTM,Level with CI,N,N,46.0,30,23.37,0,570,0,1
CTM,Decreasing,Y,N,46.0,30,23.37,0,570,0,1
CTM,Level,Y,Y,40.0,20,108.79,0,564,0,1
CTM,Level,Y,N,58.0,20,60.11,0,564,0,1
Direct,Decreasing with CI,N,N,44.0,25,60.11,0,564,0,1
CTM,Level,N,N,49.0,30,60.11,0,564,0,1
CTM,Level,N,Y,45.0,20,31.52,0,589,0,1
Direct,Level with CI,Y,Y,44.0,15,18.86,0,589,0,1
CTM,Level accelerated,Y,Y,41.0,20,19.8,0,589,0,1
Direct,Level,Y,Y,41.0,5,17.07,0,9999,1,1
CTM,Level accelerated,Y,N,49.0,30,62.69,0,9999,1,1
CTM,Level with CI,N,N,47.0,10,62.69,0,9999,1,1
MSM,Level,N,N,48.0,5,62.69,0,9999,1,1
