Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
MSM,Level with CI,N,Y,40.0,20,17.65,Y,581,5.0,-999997.0
CTM,Level with CI,N,Y,36.0,20,17.65,Y,581,5.0,-999997.0
CTM,Level,Y,N,39.0,20,56.77,Y,575,5.0,-999997.0
MSM,Level with CI,N,N,21.0,10,56.77,Y,575,5.0,-999997.0
CTM,Decreasing with CI,Y,Y,50.0,25,56.77,Y,575,5.0,-999997.0
Direct,Level with CI,Y,N,44.0,30,55.4,Y,537,13.0,-999997.0
CTM,Decreasing,Y,Y,47.0,30,66.09,Y,537,13.0,-999997.0
MSM,Level,N,N,48.0,25,84.13,Y,537,13.0,-999997.0
CTM,Level,N,N,21.0,20,121.67,Y,537,13.0,-999997.0
CTM,Decreasing,Y,N,38.0,10,63.45,Y,537,13.0,-999997.0
CTM,Level with CI,Y,Y,51.0,30,47.25,Y,537,13.0,-999997.0
CTM,Level with CI,Y,N,58.0,20,26.4,N,516,9.0,46.0
Direct,Level,Y,N,42.0,20,26.4,N,516,9.0,46.0
CTM,Level with CI,N,N,44.0,15,26.4,Y,516,9.0,46.0
CTM,Level with CI,Y,Y,45.0,20,26.4,Y,516,9.0,46.0
CTM,Level with CI,N,Y,40.0,20,80.51,N,590,6.0,-999997.0
CTM,Level,Y,N,57.0,10,5.06,N,572,6.0,-999997.0
Direct,Decreasing,N,Y,44.0,20,22.52,N,577,8.0,-999997.0
MSM,Decreasing,N,Y,46.0,30,14.48,N,577,8.0,-999997.0
CTM,Level,Y,N,50.0,30,10.29,N,532,3.0,-999997.0
Direct,Level,Y,N,34.0,5,34.88,Y,575,5.0,-999997.0
Direct,Decreasing with CI,N,Y,43.0,20,21.58,Y,575,5.0,-999997.0
Direct,Level,Y,Y,47.0,20,34.88,Y,575,5.0,-999997.0
CTM,Level,N,Y,53.0,30,7.67,N,521,5.0,-999997.0
CTM,Level,Y,Y,50.0,10,68.33,N,555,7.0,-999997.0
CTM,Level,Y,N,57.0,40,15.32,Y,9999,,
MSM,Decreasing accelerated,Y,N,39.0,30,15.32,Y,9999,,
CTM,Decreasing,Y,Y,33.0,20,15.32,Y,9999,,
CTM,Decreasing with CI,Y,Y,38.0,5,15.32,Y,9999,,
Direct,Decreasing,N,Y,41.0,35,26.4,Y,516,9.0,46.0
CTM,Level with CI,N,Y,45.0,10,30.95,Y,516,9.0,46.0
CTM,Decreasing,Y,Y,47.0,30,40.04,N,516,9.0,46.0
CTM,Decreasing with CI,Y,Y,32.0,20,39.54,N,516,9.0,46.0
CTM,Decreasing,N,N,45.0,20,35.25,N,516,9.0,46.0
Direct,Decreasing with CI,N,Y,39.0,20,30.0,N,568,12.0,-999997.0
CTM,Level with CI,N,Y,33.0,30,30.0,N,568,12.0,-999997.0
CTM,Level,N,Y,58.0,20,25.21,Y,542,15.0,-999997.0
Direct,Level with CI,Y,N,45.0,30,5.06,N,572,6.0,-999997.0
CTM,Level with CI,Y,N,42.0,5,25.81,N,587,8.0,-999997.0
CTM,Decreasing,N,N,43.0,20,33.33,N,587,8.0,-999997.0
Direct,Decreasing,N,Y,51.0,30,19.88,N,562,4.0,-999997.0
CTM,Level,Y,Y,45.0,20,332.38,N,573,9.0,-999997.0
MSM,Level with CI,Y,Y,45.0,15,78.54,N,573,9.0,-999997.0
CTM,Level,Y,N,53.0,20,47.61,N,573,9.0,-999997.0
MSM,Level accelerated,Y,N,45.0,30,17.25,N,9999,,
CTM,Level,N,N,37.0,30,17.25,N,9999,,
Direct,Level with CI,Y,Y,62.0,20,17.25,N,9999,,
CTM,Decreasing,Y,N,43.0,5,25.97,N,9999,,
CTM,Decreasing,Y,Y,57.0,5,25.97,N,9999,,
CTM,Level,N,Y,47.0,20,25.97,N,9999,,
CTM,Level,N,Y,56.0,20,18.75,N,560,5.0,-999997.0
Direct,Decreasing,Y,N,34.0,10,15.94,Y,542,15.0,-999997.0
Direct,Level,N,Y,60.0,35,9.41,Y,542,15.0,-999997.0
CTM,Level with CI,Y,Y,42.0,20,9.41,Y,542,15.0,-999997.0
CTM,Level accelerated,Y,N,38.0,30,9.41,Y,542,15.0,-999997.0
MSM,Level,Y,Y,39.0,30,9.41,Y,542,15.0,-999997.0
CTM,Level,Y,Y,31.0,30,34.06,N,569,10.0,-999997.0
CTM,Decreasing with CI,N,N,41.0,20,62.87,Y,547,6.0,-999997.0
Direct,Decreasing accelerated,Y,N,47.0,15,37.98,Y,547,6.0,-999997.0
Direct,Decreasing with CI,N,N,46.0,5,37.98,Y,547,6.0,-999997.0
CTM,Decreasing accelerated,Y,N,33.0,20,50.64,Y,547,6.0,-999997.0
Direct,Level,Y,Y,44.0,10,13.33,N,478,-999997.0,
CTM,Level with CI,Y,Y,40.0,20,10.0,N,478,-999997.0,
MSM,Level,N,N,53.0,15,12.97,N,478,-999997.0,
CTM,Level with CI,Y,N,46.0,10,10.0,N,564,22.0,-999997.0
CTM,Level with CI,Y,N,52.0,30,16.1,Y,564,22.0,-999997.0
Direct,Decreasing accelerated,N,N,45.0,10,16.1,Y,564,22.0,-999997.0
CTM,Decreasing with CI,Y,N,36.0,10,10.0,N,564,22.0,-999997.0
CTM,Level,Y,N,51.0,30,10.0,N,564,22.0,-999997.0
CTM,Level,N,N,36.0,20,10.5,N,564,22.0,-999997.0
CTM,Level,N,Y,53.0,10,16.1,Y,564,22.0,-999997.0
MSM,Decreasing,Y,N,45.0,30,9.15,N,564,22.0,-999997.0
MSM,Decreasing with CI,N,N,49.0,20,16.95,N,560,5.0,-999997.0
MSM,Level,N,N,42.0,30,18.75,N,560,5.0,-999997.0
MSM,Level,Y,Y,33.0,20,18.75,N,560,5.0,-999997.0
Direct,Decreasing with CI,N,N,54.0,20,10.0,Y,575,1.0,-999997.0
CTM,Decreasing with CI,Y,N,50.0,30,10.57,Y,575,1.0,-999997.0
Direct,Decreasing accelerated,N,Y,34.0,20,10.57,Y,575,1.0,-999997.0
CTM,Level,Y,Y,40.0,20,10.57,Y,575,1.0,-999997.0
CTM,Level,Y,N,46.0,15,14.11,Y,575,1.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,10,24.44,N,564,7.0,-999997.0
MSM,Level,Y,Y,41.0,30,19.27,N,9999,,
CTM,Level with CI,N,N,32.0,20,29.72,N,9999,,
MSM,Level,Y,Y,45.0,20,29.72,N,9999,,
Direct,Decreasing,Y,N,44.0,15,29.72,N,9999,,
CTM,Decreasing,Y,N,45.0,20,29.72,N,9999,,
CTM,Level,Y,N,48.0,20,29.72,N,9999,,
Direct,Level accelerated,Y,N,53.0,30,26.35,N,523,-999997.0,
MSM,Level accelerated,Y,N,42.0,25,5.0,N,567,8.0,-999997.0
Direct,Decreasing with CI,N,N,47.0,30,9.79,Y,530,11.0,-999997.0
CTM,Level with CI,Y,N,62.0,20,9.79,Y,530,11.0,-999997.0
Direct,Decreasing accelerated,Y,N,54.0,5,9.79,Y,530,11.0,-999997.0
Direct,Decreasing,Y,N,46.0,20,12.46,Y,547,6.0,-999997.0
CTM,Decreasing accelerated,Y,Y,53.0,25,52.7,N,9999,,
Direct,Decreasing,Y,Y,53.0,20,52.7,N,9999,,
CTM,Decreasing with CI,N,Y,43.0,30,100.46,N,9999,,
CTM,Decreasing with CI,Y,N,48.0,20,15.9,N,545,0.0,-999997.0
CTM,Decreasing with CI,Y,Y,47.0,20,20.34,N,536,5.0,-999997.0
CTM,Level,Y,N,52.0,10,29.37,N,564,8.0,-999997.0
MSM,Level with CI,N,N,35.0,20,10.61,N,575,4.0,-999997.0
Direct,Level accelerated,Y,N,63.0,20,10.61,N,575,4.0,-999997.0
CTM,Level with CI,Y,Y,35.0,30,10.61,N,575,4.0,-999997.0
MSM,Level with CI,Y,N,32.0,10,18.75,Y,560,5.0,-999997.0
Direct,Level,Y,Y,32.0,20,18.75,Y,560,5.0,-999997.0
Direct,Decreasing,Y,Y,50.0,10,18.75,Y,560,5.0,-999997.0
Direct,Level,Y,N,50.0,20,24.45,N,523,5.0,-999997.0
Direct,Level accelerated,Y,N,44.0,20,20.79,N,555,11.0,-999997.0
MSM,Level with CI,Y,N,49.0,30,8.1,Y,555,4.0,-999997.0
Direct,Decreasing with CI,N,N,45.0,20,8.1,Y,555,4.0,-999997.0
CTM,Decreasing,Y,Y,30.0,20,9.93,Y,555,4.0,-999997.0
CTM,Level,N,N,41.0,20,11.14,Y,555,4.0,-999997.0
Direct,Decreasing,N,Y,44.0,20,8.1,Y,555,4.0,-999997.0
Direct,Decreasing accelerated,N,Y,26.0,30,8.1,Y,555,4.0,-999997.0
MSM,Level,Y,N,36.0,5,8.1,Y,555,4.0,-999997.0
Direct,Decreasing with CI,Y,N,45.0,5,8.1,N,555,4.0,-999997.0
Direct,Decreasing,N,N,46.0,10,8.1,N,555,4.0,-999997.0
MSM,Level with CI,N,Y,39.0,20,8.1,Y,555,4.0,-999997.0
CTM,Decreasing with CI,Y,N,32.0,35,8.1,Y,555,4.0,-999997.0
Direct,Level,Y,N,45.0,30,18.75,Y,560,5.0,-999997.0
Direct,Decreasing with CI,N,N,47.0,5,18.14,Y,554,5.0,-999997.0
CTM,Level,Y,N,39.0,5,18.14,Y,554,5.0,-999997.0
CTM,Level,Y,N,43.0,20,15.05,Y,554,5.0,-999997.0
MSM,Level with CI,N,Y,46.0,20,18.14,Y,554,5.0,-999997.0
Direct,Decreasing with CI,Y,N,40.0,30,12.04,Y,554,5.0,-999997.0
MSM,Decreasing with CI,Y,N,36.0,20,12.04,Y,554,5.0,-999997.0
CTM,Level with CI,N,Y,47.0,25,18.14,Y,554,5.0,-999997.0
CTM,Level,N,Y,38.0,30,25.0,N,559,15.0,-999997.0
CTM,Decreasing,Y,N,47.0,35,7.93,N,559,15.0,-999997.0
Direct,Level with CI,Y,N,40.0,30,7.93,N,559,15.0,-999997.0
CTM,Level with CI,Y,N,45.0,30,7.93,N,559,15.0,-999997.0
Direct,Decreasing with CI,N,N,45.0,10,7.93,N,559,15.0,-999997.0
MSM,Decreasing,N,N,50.0,20,6.06,N,559,15.0,-999997.0
Direct,Level with CI,N,N,47.0,30,15.15,N,9999,,
Direct,Decreasing,Y,Y,48.0,20,15.15,N,9999,,
CTM,Level with CI,Y,Y,54.0,5,15.15,N,9999,,
CTM,Level,N,N,58.0,20,21.66,N,9999,,
Direct,Decreasing,N,N,39.0,20,22.95,N,561,12.0,-999997.0
Direct,Level,N,Y,38.0,35,19.6,N,561,12.0,-999997.0
CTM,Level,N,N,52.0,30,22.95,N,561,12.0,-999997.0
CTM,Decreasing with CI,Y,N,38.0,5,3.14,N,548,5.0,-999997.0
Direct,Level,Y,N,44.0,5,27.5,N,566,9.0,-999997.0
CTM,Decreasing with CI,N,Y,45.0,30,27.5,N,566,9.0,-999997.0
Direct,Level with CI,N,N,47.0,30,11.46,N,9999,,
CTM,Level with CI,N,N,45.0,20,23.08,N,9999,,
MSM,Level,Y,N,45.0,10,31.08,N,579,8.0,-999997.0
MSM,Decreasing,Y,Y,54.0,20,28.86,N,579,8.0,-999997.0
CTM,Decreasing,Y,N,49.0,30,35.51,N,579,8.0,-999997.0
CTM,Level accelerated,N,Y,38.0,35,33.3,N,579,8.0,-999997.0
Direct,Level accelerated,N,N,53.0,20,52.86,N,579,8.0,-999997.0
CTM,Level with CI,N,N,38.0,20,48.42,N,579,8.0,-999997.0
CTM,Decreasing,N,N,55.0,20,37.73,N,579,8.0,-999997.0
CTM,Decreasing with CI,N,N,46.0,20,33.3,N,579,8.0,-999997.0
CTM,Decreasing accelerated,Y,N,46.0,10,7.84,N,578,0.0,-999997.0
CTM,Decreasing accelerated,Y,N,43.0,10,25.63,Y,544,55.0,-999997.0
CTM,Level,Y,Y,51.0,30,25.63,Y,544,55.0,-999997.0
CTM,Level with CI,N,N,32.0,20,25.63,Y,544,55.0,-999997.0
Direct,Decreasing with CI,Y,N,39.0,10,29.75,Y,544,55.0,-999997.0
CTM,Level,Y,Y,46.0,20,15.15,N,9999,,
CTM,Level with CI,N,N,43.0,40,6.83,N,551,3.0,-999997.0
CTM,Decreasing with CI,Y,N,57.0,5,6.83,N,551,3.0,-999997.0
CTM,Decreasing with CI,N,N,50.0,10,23.9,Y,568,19.0,-999997.0
CTM,Decreasing with CI,Y,N,29.0,10,23.9,Y,568,19.0,-999997.0
MSM,Level,N,Y,46.0,10,23.9,Y,568,19.0,-999997.0
MSM,Decreasing,Y,N,45.0,5,23.9,N,568,19.0,-999997.0
Direct,Decreasing,Y,N,45.0,20,23.9,Y,568,19.0,-999997.0
Direct,Level,Y,Y,45.0,10,22.9,N,520,3.0,-999997.0
MSM,Level,Y,N,53.0,20,7.84,N,578,0.0,-999997.0
CTM,Level with CI,Y,N,44.0,5,7.84,N,578,0.0,-999997.0
CTM,Level with CI,N,N,54.0,5,49.18,N,565,20.0,-999997.0
MSM,Level,Y,Y,48.0,30,36.94,N,565,20.0,-999997.0
Direct,Decreasing,Y,Y,47.0,30,25.24,Y,579,3.0,-999997.0
MSM,Level with CI,Y,Y,38.0,10,25.24,Y,579,3.0,-999997.0
Direct,Decreasing,Y,Y,46.0,15,25.24,Y,579,3.0,-999997.0
CTM,Level,Y,N,45.0,20,16.46,N,486,18.0,12.0
CTM,Level accelerated,Y,Y,50.0,10,48.16,N,9999,,
Direct,Level,Y,Y,48.0,20,40.1,N,603,3.0,-999997.0
CTM,Level,Y,Y,46.0,20,51.94,N,603,3.0,-999997.0
MSM,Level,Y,Y,48.0,25,15.58,N,9999,,
Direct,Level with CI,Y,N,45.0,20,15.58,N,9999,,
Direct,Decreasing,Y,N,57.0,40,27.91,N,583,5.0,-999997.0
CTM,Level with CI,N,N,38.0,30,13.44,N,9999,,
MSM,Level,N,N,34.0,10,13.44,N,9999,,
CTM,Level,Y,Y,47.0,10,27.61,N,520,3.0,-999997.0
Direct,Level accelerated,Y,Y,44.0,5,23.82,N,575,7.0,-999997.0
CTM,Decreasing accelerated,Y,N,54.0,20,23.82,N,575,7.0,-999997.0
Direct,Decreasing with CI,N,N,45.0,5,23.82,N,575,7.0,-999997.0
Direct,Decreasing with CI,N,N,41.0,20,20.06,N,9999,,
CTM,Level,Y,Y,58.0,20,20.06,N,9999,,
CTM,Decreasing with CI,Y,N,42.0,20,20.06,N,9999,,
CTM,Decreasing with CI,Y,Y,34.0,10,16.6,N,9999,,
CTM,Level,Y,Y,46.0,20,16.6,N,9999,,
Direct,Decreasing with CI,N,N,51.0,20,21.22,N,9999,,
CTM,Level with CI,Y,Y,60.0,10,20.3,N,9999,,
MSM,Level,N,N,39.0,30,19.84,N,9999,,
CTM,Level,Y,N,52.0,30,16.6,N,9999,,
MSM,Decreasing,Y,N,48.0,20,10.0,N,9999,,
CTM,Decreasing,Y,N,41.0,30,57.32,N,560,2.0,-999997.0
CTM,Decreasing,Y,N,56.0,15,5.0,N,532,9.0,-999997.0
MSM,Decreasing,Y,N,40.0,20,5.0,N,532,9.0,-999997.0
MSM,Decreasing,N,N,34.0,10,20.38,N,9999,,
CTM,Level,N,N,43.0,15,14.42,N,9999,,
Direct,Level,N,N,44.0,20,14.42,N,9999,,
Direct,Level,N,Y,40.0,15,30.41,N,9999,,
CTM,Decreasing,Y,N,54.0,30,85.25,N,9999,,
CTM,Level,N,N,55.0,20,69.49,N,9999,,
CTM,Level with CI,N,N,34.0,30,30.41,N,9999,,
CTM,Decreasing accelerated,N,N,48.0,10,69.49,N,9999,,
CTM,Decreasing,N,N,31.0,30,71.02,N,568,12.0,-999997.0
CTM,Decreasing,N,N,36.0,5,79.91,N,570,0.0,-999997.0
Direct,Decreasing,N,Y,42.0,20,69.07,N,570,0.0,-999997.0
CTM,Level,Y,N,31.0,30,71.99,N,570,0.0,-999997.0
MSM,Level with CI,N,N,42.0,20,71.99,N,570,0.0,-999997.0
CTM,Level,Y,Y,56.0,30,71.99,N,570,0.0,-999997.0
Direct,Level with CI,Y,N,42.0,15,24.95,N,544,20.0,-999997.0
MSM,Level with CI,Y,N,45.0,30,24.95,N,544,20.0,-999997.0
CTM,Level,Y,N,54.0,15,8.41,N,9999,,
CTM,Level,Y,Y,35.0,40,13.51,Y,553,5.0,-999997.0
CTM,Level,N,Y,41.0,30,13.51,Y,553,5.0,-999997.0
Direct,Level,N,N,44.0,20,13.51,Y,553,5.0,-999997.0
MSM,Level,N,N,52.0,10,13.51,Y,553,5.0,-999997.0
CTM,Decreasing,Y,N,49.0,20,12.44,N,529,1.0,-999997.0
CTM,Level with CI,N,N,57.0,20,12.44,N,529,1.0,-999997.0
Direct,Decreasing with CI,Y,N,42.0,30,10.0,Y,9999,,
CTM,Level accelerated,Y,Y,54.0,30,8.21,Y,9999,,
CTM,Decreasing with CI,Y,Y,49.0,30,66.92,Y,578,7.0,-999997.0
MSM,Level,Y,N,46.0,30,61.86,Y,578,7.0,-999997.0
CTM,Level with CI,N,Y,26.0,10,68.58,Y,578,7.0,-999997.0
CTM,Level with CI,N,Y,34.0,30,7.62,N,558,7.0,-999997.0
Direct,Level,N,N,46.0,25,5.66,N,558,7.0,-999997.0
CTM,Level,Y,N,31.0,5,72.25,N,570,1.0,-999997.0
MSM,Level with CI,N,Y,45.0,20,72.25,N,570,1.0,-999997.0
Direct,Level with CI,N,Y,40.0,10,19.83,N,552,4.0,-999997.0
Direct,Decreasing with CI,Y,N,33.0,10,19.83,N,552,4.0,-999997.0
CTM,Level with CI,Y,N,50.0,30,19.83,N,552,4.0,-999997.0
MSM,Level,N,N,53.0,20,19.83,N,552,4.0,-999997.0
CTM,Level,Y,N,45.0,20,10.86,Y,583,3.0,-999997.0
MSM,Decreasing with CI,Y,Y,33.0,10,10.86,Y,583,3.0,-999997.0
CTM,Level,N,N,39.0,5,17.34,Y,583,3.0,-999997.0
CTM,Level,Y,N,40.0,5,17.34,Y,583,3.0,-999997.0
CTM,Level,N,N,42.0,20,74.77,Y,578,7.0,-999997.0
CTM,Level with CI,N,N,28.0,15,74.77,Y,578,7.0,-999997.0
MSM,Level with CI,Y,N,48.0,5,74.77,Y,578,7.0,-999997.0
CTM,Decreasing accelerated,N,N,47.0,5,66.92,Y,578,7.0,-999997.0
Direct,Level,Y,Y,39.0,10,80.97,Y,578,7.0,-999997.0
MSM,Level,Y,N,51.0,30,16.96,Y,9999,,
Direct,Level accelerated,N,N,54.0,20,13.48,Y,9999,,
Direct,Level,N,N,63.0,20,12.05,Y,9999,,
MSM,Decreasing with CI,Y,N,47.0,20,11.35,Y,9999,,
CTM,Level,Y,Y,40.0,30,11.65,Y,9999,,
CTM,Decreasing with CI,Y,Y,59.0,40,10.88,Y,9999,,
MSM,Decreasing,Y,N,42.0,15,10.88,Y,9999,,
Direct,Decreasing with CI,Y,Y,34.0,10,10.88,Y,9999,,
CTM,Decreasing with CI,Y,N,44.0,20,11.35,Y,9999,,
CTM,Level,Y,N,36.0,30,10.52,Y,9999,,
CTM,Decreasing with CI,N,Y,36.0,20,11.18,Y,9999,,
CTM,Decreasing,Y,N,42.0,20,9.61,Y,9999,,
MSM,Decreasing with CI,Y,N,37.0,20,10.0,Y,9999,,
CTM,Level with CI,Y,N,44.0,15,10.88,Y,9999,,
Direct,Level with CI,Y,Y,42.0,20,28.16,N,536,3.0,-999997.0
CTM,Level accelerated,Y,N,32.0,20,28.16,N,536,3.0,-999997.0
CTM,Level accelerated,N,N,57.0,10,28.16,N,536,3.0,-999997.0
MSM,Decreasing with CI,Y,Y,49.0,30,19.99,N,572,2.0,-999997.0
CTM,Level,Y,Y,47.0,30,40.82,N,9999,,
CTM,Level,N,N,46.0,30,10.0,N,528,4.0,-999997.0
Direct,Level,Y,N,34.0,10,10.0,N,528,4.0,-999997.0
Direct,Decreasing with CI,Y,N,43.0,10,10.0,N,528,4.0,-999997.0
CTM,Level with CI,Y,N,52.0,30,10.0,N,528,4.0,-999997.0
CTM,Decreasing,N,N,44.0,5,10.0,N,528,4.0,-999997.0
MSM,Level,Y,Y,44.0,30,15.84,N,9999,,
MSM,Level with CI,N,N,44.0,20,15.84,N,9999,,
MSM,Decreasing accelerated,Y,N,53.0,10,37.53,N,486,-999997.0,
Direct,Decreasing accelerated,Y,N,52.0,20,37.53,N,486,-999997.0,
CTM,Level,Y,N,45.0,20,32.9,Y,480,4.0,12.0
CTM,Level,N,N,37.0,30,38.96,Y,480,4.0,12.0
Direct,Level,N,Y,44.0,20,38.96,Y,480,4.0,12.0
Direct,Decreasing with CI,N,Y,51.0,20,53.53,N,577,3.0,-999997.0
Direct,Decreasing with CI,N,N,32.0,5,22.52,Y,9999,,
Direct,Level with CI,Y,Y,41.0,20,25.11,Y,9999,,
CTM,Decreasing with CI,N,N,20.0,20,25.11,Y,9999,,
CTM,Level,Y,N,46.0,30,25.11,Y,9999,,
MSM,Decreasing accelerated,Y,N,57.0,15,20.0,Y,9999,,
MSM,Level with CI,N,Y,49.0,10,25.11,Y,9999,,
Direct,Level,Y,Y,46.0,20,23.81,Y,9999,,
CTM,Level with CI,Y,N,47.0,30,25.11,Y,9999,,
CTM,Decreasing with CI,Y,N,47.0,20,27.61,N,520,3.0,-999997.0
CTM,Level,Y,N,38.0,20,26.58,N,536,3.0,-999997.0
CTM,Level with CI,Y,N,46.0,30,67.22,N,575,4.0,-999997.0
CTM,Decreasing,N,Y,37.0,20,22.33,N,575,4.0,-999997.0
CTM,Level,N,N,44.0,20,22.33,N,575,4.0,-999997.0
CTM,Decreasing,Y,Y,51.0,15,34.9,N,575,4.0,-999997.0
Direct,Decreasing accelerated,Y,N,46.0,20,113.46,N,575,4.0,-999997.0
CTM,Decreasing with CI,N,N,39.0,40,64.36,N,575,4.0,-999997.0
CTM,Level with CI,N,N,47.0,20,28.89,N,575,4.0,-999997.0
CTM,Level,N,Y,51.0,25,67.22,N,575,4.0,-999997.0
MSM,Decreasing with CI,N,N,47.0,30,67.22,N,575,4.0,-999997.0
MSM,Decreasing accelerated,Y,N,40.0,20,39.17,N,575,4.0,-999997.0
Direct,Level,Y,N,52.0,30,10.76,N,575,4.0,-999997.0
Direct,Level,N,N,26.0,30,12.63,N,530,9.0,-999997.0
MSM,Level,Y,N,48.0,20,12.63,N,530,9.0,-999997.0
CTM,Level,Y,N,43.0,5,45.9,N,566,6.0,-999997.0
CTM,Level with CI,Y,N,57.0,30,45.9,N,566,6.0,-999997.0
Direct,Decreasing accelerated,Y,N,49.0,20,5.8,Y,533,7.0,-999997.0
MSM,Level,Y,N,52.0,20,5.8,Y,533,7.0,-999997.0
CTM,Level,Y,Y,52.0,15,5.8,Y,533,7.0,-999997.0
CTM,Level with CI,N,N,29.0,20,24.45,N,523,5.0,-999997.0
MSM,Decreasing with CI,Y,Y,48.0,20,68.02,N,9999,,
CTM,Decreasing accelerated,Y,Y,36.0,30,68.02,N,9999,,
CTM,Decreasing with CI,N,N,39.0,20,28.78,N,492,9.0,42.0
Direct,Level with CI,N,N,64.0,20,28.78,N,492,9.0,42.0
MSM,Decreasing,Y,Y,52.0,30,13.51,N,553,5.0,-999997.0
Direct,Level,Y,N,49.0,5,13.51,N,553,5.0,-999997.0
CTM,Decreasing,N,N,47.0,15,27.88,N,561,1.0,-999997.0
CTM,Decreasing,Y,N,54.0,15,31.55,N,561,1.0,-999997.0
MSM,Level,Y,N,45.0,20,27.88,N,561,1.0,-999997.0
Direct,Level with CI,N,N,49.0,5,102.48,N,579,4.0,-999997.0
CTM,Level,Y,N,49.0,20,16.45,N,9999,,
Direct,Level,Y,N,45.0,20,57.5,N,566,18.0,-999997.0
CTM,Level with CI,N,N,45.0,30,57.5,N,566,18.0,-999997.0
Direct,Decreasing with CI,N,Y,45.0,30,57.5,N,566,18.0,-999997.0
Direct,Level with CI,Y,Y,49.0,10,18.32,N,547,10.0,-999997.0
CTM,Level with CI,N,N,40.0,10,17.96,N,572,5.0,-999997.0
CTM,Level,Y,N,45.0,10,13.43,N,572,5.0,-999997.0
MSM,Level with CI,N,Y,35.0,30,13.43,N,572,5.0,-999997.0
CTM,Level with CI,Y,N,44.0,30,111.64,N,559,5.0,-999997.0
MSM,Level with CI,Y,N,41.0,30,26.79,N,554,0.0,-999997.0
Direct,Decreasing with CI,Y,N,48.0,20,20.39,N,575,5.0,-999997.0
Direct,Decreasing with CI,Y,N,47.0,30,19.9,N,575,5.0,-999997.0
Direct,Level,Y,N,44.0,5,19.9,N,575,5.0,-999997.0
CTM,Decreasing with CI,Y,N,49.0,20,40.48,N,536,3.0,-999997.0
CTM,Level,N,N,34.0,20,11.46,N,562,8.0,-999997.0
CTM,Level,N,N,30.0,20,11.46,N,562,8.0,-999997.0
CTM,Level,N,N,47.0,20,11.46,N,562,8.0,-999997.0
MSM,Level,Y,N,36.0,30,11.46,N,562,8.0,-999997.0
Direct,Level with CI,Y,N,45.0,5,31.55,N,554,1.0,-999997.0
MSM,Level,Y,N,47.0,5,50.0,N,554,1.0,-999997.0
Direct,Decreasing with CI,Y,N,39.0,40,36.99,N,554,1.0,-999997.0
MSM,Level with CI,Y,N,59.0,40,36.99,N,554,1.0,-999997.0
MSM,Decreasing with CI,N,Y,49.0,20,26.99,N,554,1.0,-999997.0
Direct,Decreasing,Y,Y,53.0,30,19.52,N,581,10.0,-999997.0
MSM,Level accelerated,Y,N,45.0,30,19.52,N,581,10.0,-999997.0
Direct,Decreasing with CI,Y,N,46.0,10,81.01,N,571,4.0,-999997.0
Direct,Level,Y,Y,47.0,20,47.18,N,571,4.0,-999997.0
CTM,Level with CI,Y,Y,46.0,20,55.84,N,571,4.0,-999997.0
CTM,Level,N,N,56.0,30,34.23,Y,589,3.0,-999997.0
CTM,Decreasing accelerated,Y,N,46.0,40,102.48,N,579,4.0,-999997.0
MSM,Level,N,Y,42.0,25,102.48,N,579,4.0,-999997.0
MSM,Decreasing,N,N,45.0,30,40.11,N,549,3.0,-999997.0
MSM,Level,Y,N,46.0,20,51.13,N,567,11.0,-999997.0
CTM,Level,N,Y,47.0,20,16.22,N,560,8.0,-999997.0
CTM,Level with CI,N,Y,33.0,10,16.22,N,560,8.0,-999997.0
CTM,Level,Y,Y,35.0,30,14.5,N,560,8.0,-999997.0
CTM,Decreasing,Y,Y,42.0,20,23.75,N,560,8.0,-999997.0
Direct,Level,Y,N,41.0,20,14.5,N,560,8.0,-999997.0
MSM,Decreasing accelerated,N,N,47.0,30,30.34,Y,564,8.0,-999997.0
CTM,Decreasing with CI,Y,N,53.0,30,33.53,Y,564,8.0,-999997.0
Direct,Decreasing with CI,Y,N,44.0,30,30.34,Y,564,8.0,-999997.0
Direct,Level,Y,Y,33.0,30,33.53,Y,564,8.0,-999997.0
CTM,Level with CI,Y,Y,39.0,20,6.64,Y,575,5.0,-999997.0
Direct,Level,Y,Y,40.0,20,6.64,Y,575,5.0,-999997.0
MSM,Decreasing,Y,Y,48.0,20,6.64,Y,575,5.0,-999997.0
MSM,Level with CI,Y,Y,34.0,20,36.57,N,579,5.0,-999997.0
Direct,Level accelerated,N,N,26.0,20,135.76,N,579,5.0,-999997.0
Direct,Level,N,Y,50.0,30,135.76,N,579,5.0,-999997.0
MSM,Decreasing accelerated,N,N,46.0,20,30.79,N,579,5.0,-999997.0
MSM,Decreasing,N,Y,35.0,20,30.79,N,579,5.0,-999997.0
CTM,Decreasing,N,N,49.0,10,16.8,N,498,-999997.0,
MSM,Decreasing with CI,N,Y,32.0,30,16.8,N,498,-999997.0,
Direct,Level,Y,Y,53.0,20,11.46,N,562,8.0,-999997.0
CTM,Level with CI,N,N,55.0,40,10.0,N,9999,,
MSM,Decreasing,N,N,26.0,30,20.0,N,9999,,
Direct,Level,N,N,45.0,15,25.0,N,9999,,
CTM,Decreasing with CI,Y,Y,40.0,15,40.0,N,9999,,
